id,name,popularity,duration_ms,explicit,track_number,type,release_date,album_name,album_total_tracks,artist_id,artist_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
7cNxGESyfGv00ICbJLvqSF,LongWayHome,40.0,181985,,1,track,2021-05-26,LongWayHome,1,3swwiYEQQzPNGvMdEhqReR,TwelveFootNinja,0.000202,0.549,0.904,0.0014,1.0,0.133,-4.933,,0.0486,150.119,4,0.542
05Jt5VDLzONX0wNK7v6B1U,DizzyDream,40.0,170847,,1,track,2021-10-15,DizzyDream,1,0CxvNc5GFnCv9UXiu5mreJ,RhodesRodosu,0.057,0.751,0.778,0.609,11.0,0.132,-7.818,,0.314,117.947,4,0.852
1SOFOqybz8OIHyQyyYk3R0,UnderTheSun,41.0,201144,,1,track,2021-10-18,UnderTheSun,5,1plioVQ0mcgAO7uhvWkJJy,LadyWray,0.212,0.573,0.834,3.23e-05,,0.0814,-6.751,,0.039,83.557,4,0.961
1AMTAztgMzh0nIqji9lNs3,BetheOnefeatMORGANDiggaDTIKE,53.0,185530,,7,track,2021-09-03,GroundControl,16,4WN5naL3ofxrVBgFpguzKo,Rudimental,0.094,0.846,0.726,2e-06,1.0,0.0304,-3.376,1.0,0.0635,131.974,4,0.79
6Pjv2KRrruMIAs4Q8b17tB,StarttheFire,40.0,249821,,1,track,2021-07-09,StarttheFire,1,3swwiYEQQzPNGvMdEhqReR,TwelveFootNinja,0.00604,0.563,0.876,0.0283,5.0,0.173,-5.589,,0.0739,84.016,4,0.175
6AGtYCtt9X6wmwkIzOHh3A,RocketMan,40.0,290733,,1,track,2021-10-22,RocketMan,1,6ryjbFyWBZho9KGXqKZdqQ,BobJames,0.521,0.696,0.302,0.888,10.0,0.0886,-14.09,1.0,0.0513,135.952,4,0.392
6vvJf0KEqJUvKfNPUaLdXz,RoachesInMyAshtray,43.0,212857,True,2,track,2021-04-20,FromThaStreets2ThaSuites,10,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,0.0101,0.769,0.893,,4.0,0.307,-5.886,,0.376,101.923,4,0.468
7jCdK822bbHtDLSXKmNMd9,ChristmasinNewYork,40.0,178066,,1,track,2021-10-22,ChristmasinNewYork,1,4l2MwXYwUDQKHcUXwCZjEz,JosJames,0.885,0.373,0.12,0.000312,,0.103,-16.053,1.0,0.0392,170.745,3,0.147
5pT4oCTVYmkOHM39MSGF2O,WhatWeDoRadioEdit,42.0,215500,,1,track,2021-10-22,WhatWeDo,1,3sv9dCyzqOsGcJHPl5seiq,Maxinne,0.000361,0.802,0.97,0.56,,0.0581,-6.464,1.0,0.0425,127.008,4,0.667
7HhEOS1ofdOux6MjupAjV1,BruiseCruise,40.0,133093,,1,track,2021-10-18,BruiseCruise,1,7qpDEiYbQJt05vCyAbg3ru,ScaryGoldings,0.382,0.792,0.709,0.68,1.0,0.208,-6.11,1.0,0.101,131.098,4,0.851
1MS8gKGIIJzfecz69da2vF,Tentao,,174881,,11,track,2021-11-05,PopnoNatal,22,5dYdZmGyv2UTIN1XMe1drN,CarolBiazin,0.134,0.709,0.772,,1.0,0.209,-6.456,1.0,0.0739,90.035,4,0.847
6oBS5LkQkiG1UP0ohr0bvP,Tentao,,174881,,7,track,2021-11-12,HitsdoVero2021Atualizado,22,5dYdZmGyv2UTIN1XMe1drN,CarolBiazin,0.134,0.709,0.772,,1.0,0.209,-6.456,1.0,0.0739,90.035,4,0.847
3wBAx1KoHDfVSmcvUU4NWN,Tentao,,174881,,11,track,2021-10-29,NatalPop,22,5dYdZmGyv2UTIN1XMe1drN,CarolBiazin,0.134,0.709,0.772,,1.0,0.209,-6.456,1.0,0.0739,90.035,4,0.847
4XTqOeJ9nLeNCHy2fXYi5T,ManintheMirror,45.0,210891,,1,track,2021-03-17,ManintheMirror,1,1e16kiJQtCTveTl7TQnkFN,ScaryPockets,0.383,0.723,0.717,,,0.183,-4.962,1.0,0.0365,100.949,4,0.673
6J5jGITYxNxRiezL9s2ObH,Bittersweet,38.0,164461,,6,track,2021-08-20,UnfinishedBusiness,15,4UPcJIhr5K5fPsm4itqT7E,After7,0.0936,0.694,0.655,,,0.0323,-5.721,1.0,0.0366,131.972,4,0.612
6NTcvSG2Kjz23QoJtaqgmN,Furiosa,34.0,153606,,1,track,2021-06-18,Furiosa,1,7FNnA9vBm6EKceENgCGRMb,Anitta,0.00343,0.678,0.806,,,0.105,-4.608,1.0,0.134,190.173,4,0.738
0s2SzCYqITp4lKdbxPQoYy,MULHERDOANOXD,69.0,155384,,7,track,2021-07-18,DOCE22,14,4PzYKhC14sTJNEr0dzoo0d,LusaSonza,0.161,0.736,0.525,,5.0,0.269,-7.328,,0.0558,134.123,4,0.801
5KuQJpW4Zsx02Vr2ylWadX,ChamaNenm,58.0,155076,,1,track,2021-11-05,ChamaNenm,1,1mXAhKnZEdF6rotyyd4GBi,MCKevinho,0.121,0.856,0.545,,4.0,0.107,-5.407,,0.047,130.17,4,0.527
4duXo4NGOnr3WzbyP4iO1x,IdharUdhar,31.0,110053,,1,track,2021-11-09,IdharUdhar,3,0cLrgpG3pW4MX4nD8h6qCc,ElMichelsAffair,0.149,0.756,0.691,0.846,5.0,0.578,-6.871,,0.0339,80.342,4,0.494
4sFLrUl0Omp65zLQEJZcNB,AvenueOfTheFireflies,38.0,219622,,12,track,2021-06-25,Daymaker,13,75cW8FFekyCjj0mfZM1Gfb,Flamingosis,0.0117,0.718,0.823,0.527,6.0,0.752,-11.61,,0.0957,105.991,4,0.749
0mFf9f9u0qjXq7eJDZCWDF,Selecta,56.0,169009,,1,track,2021-10-15,Selecta,1,7iczgrgAFILjQVGzLsUzbG,DannyByrd,0.0905,0.649,0.941,0.000881,7.0,0.102,-2.466,1.0,0.0605,174.029,4,0.908
2L3jXRNIoms6Ym2uLZTL9R,Space,41.0,151948,,2,track,2021-07-16,Expansions,12,0sjhSgEkyVa8QRmkkuckJ0,BacaoRhythmSteelBand,0.0997,0.703,0.62,0.74,7.0,0.0482,-8.298,1.0,0.0361,183.945,4,0.59
70jrNdP6R9AKHazjaurG3Z,TPreocupadaCalmaAmigafeatAnitta,58.0,120000,,1,track,2021-02-25,TPreocupadaCalmaAmigafeatAnitta,1,5MS6HieNmKxzkAM8amE8sr,Rebecca,0.243,0.895,0.671,3.57e-06,7.0,0.0768,-3.126,1.0,0.137,84.956,4,0.905
5jYIpA2XK751YaZalx7yJV,LoveActually,40.0,162333,,1,track,2021-10-06,LoveActually,1,76B4kqqCUdVdAo9AG5LNWF,NightTempo,0.0662,0.723,0.842,2.53e-05,2.0,0.0756,-2.763,,0.045,124.015,4,0.699
394oCRuzRAlpjgWhYE0Z2X,Wonderland,42.0,257680,,1,track,2021-11-03,Wonderland,1,76B4kqqCUdVdAo9AG5LNWF,NightTempo,0.345,0.761,0.889,9.32e-05,6.0,0.0904,-4.118,,0.216,120.03,4,0.513
1kjMT9xY7fsPCbOY9glt96,SentacomAmor,65.0,158000,,1,track,2021-04-01,SentacomAmor,1,1mXAhKnZEdF6rotyyd4GBi,MCKevinho,0.135,0.86,0.821,,6.0,0.0134,-2.776,,0.0599,131.886,4,0.885
74gBEukHVsGBlEdYWiwLWK,MidnightMorning,39.0,177013,,1,track,2021-02-26,TheExcitingSoundsofMenahanStreetBand,14,1PryMSya1JnSAlcwYawCxp,MenahanStreetBand,0.116,0.493,0.573,0.722,5.0,0.139,-8.564,1.0,0.0287,158.262,4,0.702
6Y1NI6LbeRoxwQHWrrjLJG,VenomousMoon,50.0,225000,,1,track,2021-09-03,VenomousMoon,1,76ptJV8617638xrpeoUtzl,TheRasmus,0.00273,0.573,0.873,5.08e-06,1.0,0.324,-5.011,1.0,0.0365,130.029,4,0.407
3xRgnDNg78AEt7vRgIR4pr,OtherSideRedBullSymphonic,52.0,227657,,1,track,2021-10-15,OtherSideRedBullSymphonic,1,2N8IPNZTiNo3nj4mreOlHU,CamoKrooked,0.000844,0.435,0.969,0.115,5.0,0.0745,-0.609,1.0,0.0533,175.085,4,0.037
2lzS4xUzcrEhInNAQlqGxa,SunPrincess,35.0,243066,,3,track,2021-06-18,SpaceTime,11,5cpKvYFZXiVsN7FRLoNlm1,JeffLorberFusion,0.35,0.603,0.798,0.934,7.0,0.0898,-9.122,1.0,0.0437,103.975,3,0.62
2L0yofnQlwpiiELjKtUrXn,HotChance,39.0,225084,,2,track,2021-07-20,SexyTimes3rdAnniversaryEdition,18,4o6MEsXazDf44QJ8iovnw2,SkuleToyama,0.0327,0.685,0.69,0.518,11.0,0.227,-9.817,,0.217,122.122,4,0.76
1uXJYnCsXy2v50y0fDEEiV,LACANZONENOSTRAconBLANCOSALMO,70.0,237613,,2,track,2021-02-04,OBE,17,7gjqZ8coFZimZDtdk04WP1,MACE,0.114,0.658,0.674,1.84e-05,5.0,0.147,-6.848,,0.0484,129.914,3,0.164
51DMIydCssADRLfnmgt8ZI,MrBong,38.0,220363,,1,track,2021-07-09,PraiseMeNow,4,2FK2jZ7cuokxYOC5nSM7bK,FunkyDestination,0.0027,0.679,0.978,0.819,11.0,0.0898,-8.405,,0.0377,110.011,4,0.961
0Pjd5h1ZOSyhSwZrDeCIXg,GirodosArtistas,70.0,338823,True,1,track,2021-02-06,GirodosArtistas,1,7579yDSrhA6ZAArOo7m6UT,McBruninhodaPraia,0.331,0.737,0.484,,,0.191,-7.767,,0.309,113.757,5,0.826
7yAhtE5ymjj69LtYme1pi5,MessyGrass,29.0,202298,,2,track,2021-11-09,IdharUdhar,3,0cLrgpG3pW4MX4nD8h6qCc,ElMichelsAffair,0.0374,0.543,0.792,0.829,7.0,0.122,-5.047,1.0,0.0355,84.672,4,0.648
2aqoPWAUACTz5S8rJSOjNJ,BomDiaATropadoSerroTeChamoupraPiscina,68.0,94656,True,1,track,2021-07-05,BomDiaATropadoSerroTeChamoupraPiscina,1,4TU81hdJFiCuzvaPsajuUo,DjScar,0.328,0.713,0.3,,9.0,0.435,-14.187,1.0,0.879,85.669,3,0.564
4FS903jCn9gnop6tlTA2aq,HarderBetterFasterStronger,42.0,161408,,1,track,2021-05-20,HarderBetterFasterStronger,1,1e16kiJQtCTveTl7TQnkFN,ScaryPockets,0.424,0.715,0.456,9.67e-06,1.0,0.0605,-6.82,,0.0927,96.951,4,0.877
7pC894x3sjglz0aE6mC0IJ,EmergencyEDUKERemix,35.0,375483,,1,track,2021-08-20,Emergency,2,6rBj32z1933rpPRp8AVpRy,FunkButcher,0.00132,0.825,0.889,0.741,,0.0737,-6.16,1.0,0.0518,124.005,4,0.398
0mD4CVAwzKrZad0yYCADFe,NothingMattersSultanShepardRemix,47.0,232745,,1,track,2021-10-22,NothingMattersSultanShepardRemix,2,3h11MHQeCrcsUgRRijI1zL,MarkKnight,0.0294,0.629,0.802,0.00387,4.0,0.13,-6.911,,0.0379,121.996,4,0.0786
23vsRADpsucFPXZwRZtnU0,AquiEmBHNingumdeNingum,70.0,160413,True,1,track,2021-07-30,AquiEmBHNingumdeNingum,1,4TU81hdJFiCuzvaPsajuUo,DjScar,0.467,0.638,0.495,,8.0,0.221,-5.328,1.0,0.112,85.547,5,0.333
3cR97t8jvOLzIUU4s4mWS4,Lesson,36.0,250283,,1,track,2021-10-15,Lesson,1,6NPWjCsZUtFRognZKJm5N4,PimpsofJoytime,0.0136,0.675,0.729,0.00779,10.0,0.138,-8.357,,0.0349,115.117,4,0.583
0EeokoKzJwbnEzJi6cDbry,loveu,38.0,150004,,1,track,2021-02-08,loveu,1,3zYU33YUxJPzsPrYmpMMiu,Aests,0.0034,0.969,0.65,0.722,6.0,0.35,-6.181,1.0,0.312,128.037,4,0.505
0g7OCxVMd7BNd6MdyiU0MW,OriginalSufferheadExtendedVersion,33.0,1524621,,1,track,2021-10-27,OriginalSufferhead,2,5CG9X521RDFWCuAhlo6QoR,FelaKuti,0.7,0.656,0.669,0.00413,2.0,0.0965,-13.546,1.0,0.355,128.214,4,0.75
7DDTnzUzUiynlMQwGqWuJz,SeiLPapatracks7,70.0,147326,,1,track,2021-08-30,SeiLPapatracks7,1,0iZz25uH5PLaShpqq84uYv,Papatinho,0.577,0.66,0.45,0.000116,2.0,0.156,-7.747,1.0,0.314,101.035,4,0.525
21J9sHqIlI0qOdXqU1yDfC,ChamCham,28.0,223637,,3,track,2021-11-09,IdharUdhar,3,0cLrgpG3pW4MX4nD8h6qCc,ElMichelsAffair,0.369,0.328,0.538,0.0188,8.0,0.203,-6.757,,0.0483,171.769,4,0.507
0654qpngLbRcjdIvgkhFhO,Alone,43.0,256989,,7,track,2021-09-17,BestofMe,11,21SOnTj5ECwVXeBUTRcP3s,CoryHenry,0.000119,0.815,0.65,0.568,1.0,0.0697,-6.509,1.0,0.0592,124.995,4,0.754
6IL4hfZX4L1BUAg70fR67q,CloseYourEyes,37.0,180000,,1,track,2021-09-10,CloseYourEyes,1,6LC1S5ypWENVcHPlTruKKt,Desired,0.00358,0.649,0.661,0.042,7.0,0.346,-7.489,1.0,0.401,128.004,4,0.205
0iVh9CMOrKNobLkwHaxHCK,CEO,43.0,205170,True,1,track,2021-04-20,FromThaStreets2ThaSuites,10,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,8.96e-05,0.844,0.59,,1.0,0.111,-9.881,1.0,0.141,102.01,4,0.216
2vvrIcVEnafeo0EeqoUdsz,Spirit,42.0,256424,,12,track,2021-08-20,Mother,12,3ETLPQkcEd7z4k3IbZmXMq,CleoSol,0.321,0.722,0.289,0.53,6.0,0.105,-11.122,1.0,0.0385,156.171,4,0.719
3O9i9fpKuzebZezXUwJh69,VouTeBotar,66.0,185320,True,4,track,2021-02-06,PortaVozdaFavelinha,5,1CbQrKvCpEnekM3QMGJtXK,MCMenoK,0.422,0.888,0.44,0.0129,11.0,0.111,-10.127,,0.0995,130.092,4,0.517
7Jek2nhZhHgmmfnLCJiH62,TiredofBeingAloneOrchestral,41.0,222975,,1,track,2021-09-24,GiveMeMoreLove,12,3dkbV4qihUeMsqN4vBGg93,AlGreen,0.252,0.628,0.567,0.00154,7.0,0.263,-5.708,1.0,0.0276,98.775,4,0.646
3ttHcZsmaMNa5vfLq5Ov5A,BAYCITYNightTempoShowaGrooveMix,39.0,212746,,1,track,2021-10-22,NightTempopresents,2,76B4kqqCUdVdAo9AG5LNWF,NightTempo,0.0305,0.672,0.92,0.00193,9.0,0.252,-4.436,,0.175,122.015,4,0.586
2YpC8FB7380hs90WPoU0YW,TuVaiRodar,67.0,176842,,1,track,2021-07-09,TuVaiRodar,1,7Lmrb6KcIzfkmgbtokjsAL,McDonJuan,0.114,0.672,0.914,,6.0,0.335,-3.148,1.0,0.0449,152.056,4,0.876
0E2A3EhNsvWYWVqSaqisep,Positive,39.0,217500,,1,track,2021-10-18,Positive,1,16OzAoywRbXAPzxftV0XLk,Shiruetto,0.195,0.594,0.771,0.0198,1.0,0.314,-12.391,1.0,0.648,128.174,4,0.74
3oxk3UVbKJiPcPokw9h64D,TipoGringa,67.0,114143,True,1,track,2021-03-12,TipoGringa,1,1rIc4yTieeRq25NA3T8RQ5,DJMattD,0.0138,0.712,0.594,,9.0,0.191,-6.321,1.0,0.448,144.307,4,0.742
0BcMpI1qwc7mcDsk4SkV0A,ElChiclan,35.0,329666,,2,track,2021-10-22,AlmasConectadas,11,5ZMwoAjeDtLJ0XRwRTgaK8,Quantic,0.648,0.808,0.652,0.00334,11.0,0.0756,-5.375,,0.0336,111.927,4,0.942
6X6LIhmk6XVblq7meVQ4Kn,PreeMeChrisLorenzoRemix,42.0,280620,,1,track,2021-05-28,PreeMeChrisLorenzoRemix,1,5p8U1acntDKzfbbZLwWYE5,Roska,0.00207,0.869,0.647,0.819,8.0,0.0746,-8.857,,0.0472,130.001,4,0.434
19B4wNxn5rGkmwNIOHl1kI,ThePowerofLove,40.0,162419,,1,track,2021-07-12,ThePowerofLove,1,1e16kiJQtCTveTl7TQnkFN,ScaryPockets,0.0787,0.786,0.678,3.18e-05,5.0,0.196,-7.447,,0.193,120.964,4,0.801
3XMiGk52hchpO3BR3IEWv2,ComeOverfeatAnneMarieTionWayne,51.0,206657,,1,track,2021-09-03,GroundControl,16,4WN5naL3ofxrVBgFpguzKo,Rudimental,0.0442,0.797,0.672,0.0027,8.0,0.149,-6.135,1.0,0.0477,131.978,4,0.561
1WujYqpjsXFZMZL0QXz2fN,AmordeFoneAoVivo,66.0,160665,,3,track,2021-09-24,RolDiferenciadoTemp1AoVivo,6,06cd30Cv9US973Ika84gDw,LucasLucco,0.246,0.691,0.684,,,0.722,-4.736,1.0,0.199,155.803,4,0.673
2oB4HyNsRZW8Ez96Q1zjVb,EverybodyLovesTheSunshine,,238373,,10,track,2021-10-29,SuperFunSongs,10,3WbeZvDk1COiO2dEokZqn7,RoyAyersUbiquity,0.0972,0.561,0.729,,11.0,0.403,-6.297,,0.036,80.431,4,0.661
0m8Mz4HBphiBVEiI99u8jU,SoSorry,47.0,231896,,1,track,2021-07-13,SoSorry,1,4WN5naL3ofxrVBgFpguzKo,Rudimental,0.446,0.639,0.463,0.135,11.0,0.133,-10.716,,0.0532,129.931,4,0.601
1NMmSM6DYwhAf7027fowmD,INeedYou,53.0,236129,,8,track,2021-07-30,RedAlert,10,3sv9dCyzqOsGcJHPl5seiq,Maxinne,0.0118,0.796,0.95,0.063,3.0,0.0577,-3.982,,0.0562,123.995,4,0.648
6wbDXy6VCM9D0G8cLvhKUd,Cute,41.0,183925,,1,track,2021-05-21,Cute,1,3AsWxxZTFPoCFxM1s8Lg1J,glue70,0.826,0.806,0.479,0.108,7.0,0.0897,-11.324,,0.0891,107.022,4,0.52
2OKc5IoQKsqlyRzygyxIi6,DancingQueen,40.0,162832,,1,track,2021-10-25,DancingQueen,1,1e16kiJQtCTveTl7TQnkFN,ScaryPockets,0.0184,0.704,0.654,,9.0,0.0337,-6.694,1.0,0.139,109.212,4,0.712
2RAeS3AaFWuXAkQSKk0hJe,Combate,,159657,,13,track,2021-11-02,ViralFunkAsMaisConhecidas,20,6LjdKBMnP1Da8Oe6WhrN56,AldairPlayboy,0.204,0.953,0.701,3.08e-06,11.0,0.0706,-2.358,,0.0491,129.985,4,0.9
2ZAkXsq4jTLYH3ZA4cu6a9,CantLeaveItAlone,37.0,152523,,3,track,2021-01-08,Introducing,12,4dwDVC6lrMINxVBxETE1AB,AaronFrazer,0.462,0.737,0.661,0.423,1.0,0.11,-5.021,1.0,0.0812,84.583,4,0.753
6zQjXYLv8zx0FWezhp6yoo,TheSun,37.0,176342,,1,track,2021-07-02,TheSun,1,2Rui2r6tT4fRIuxZ5vVIpw,TheDuRites,0.0576,0.684,0.699,0.876,1.0,0.124,-8.662,,0.0547,111.018,4,0.695
6tHTBacyjFBbp3clUbySxv,SayItWitchaBooty,43.0,162540,True,6,track,2021-04-20,FromThaStreets2ThaSuites,10,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,0.00116,0.88,0.422,1.38e-05,9.0,0.112,-6.132,1.0,0.248,51.008,4,0.0562
0sfHcsIZ74TWSF7sxH4Uu9,MurkitGem,42.0,192404,,5,track,2021-03-26,YetiSeason,11,0cLrgpG3pW4MX4nD8h6qCc,ElMichelsAffair,0.599,0.536,0.632,0.921,3.0,0.159,-10.067,,0.0641,117.796,4,0.566
4ffoUdNwCXbTE0t4zXj8Qj,CantHideIt,24.0,199640,,2,track,2021-11-01,Explore,5,0CUpzKPDfIVzYqMn47jiV3,CurtisHarding,0.15,0.704,0.84,0.00316,4.0,0.113,-5.734,,0.0301,119.974,4,0.744
0Lo7R0XLhx99pgsiIGTYuk,IWontLetYouDown,24.0,244200,,4,track,2021-11-01,Explore,5,0CUpzKPDfIVzYqMn47jiV3,CurtisHarding,0.632,0.585,0.531,0.405,2.0,0.0968,-6.714,,0.0298,180.45,4,0.853
4fC13yixbwPFTxiLO3RXft,WithYou,23.0,222506,,3,track,2021-11-01,Explore,5,0CUpzKPDfIVzYqMn47jiV3,CurtisHarding,0.191,0.624,0.317,0.526,4.0,0.452,-9.727,,0.0267,100.083,4,0.667
7psmQVUKMO2axJlTqrlkME,ItMakesYouFeelLikeDancin,,526666,,8,track,2021-11-05,FunkMixtape,30,1OxJzMLmR9l5zPLap9OxuO,RoseRoyce,0.077,0.856,0.732,0.00964,10.0,0.0661,-10.5,,0.0368,106.837,4,0.945
306z41nX8H9JeLvdvQClwI,CEO,41.0,205170,True,1,track,2021-03-19,CEO,1,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,8.96e-05,0.844,0.59,,1.0,0.111,-9.881,1.0,0.141,102.01,4,0.216
24nRK5Hmwefb1aSaWTdR3W,Hopeful,23.0,316360,True,5,track,2021-11-01,Explore,5,0CUpzKPDfIVzYqMn47jiV3,CurtisHarding,0.382,0.51,0.779,0.0367,7.0,0.0728,-5.228,,0.0342,79.947,4,0.705
6qWVVOpKBlf9QjlsojNsTH,ItsBeenTooLong,39.0,238266,,1,track,2021-10-15,ItsBeenTooLong,1,2XzHxDFTNywDd5ReMhgxkg,TheWhispers,0.0362,0.61,0.493,6.73e-05,6.0,0.037,-15.819,1.0,0.0541,81.034,4,0.724
4zuPdiCYIGP430RcWuHJPD,SemQuererQuerendo,68.0,155250,,1,track,2021-10-27,SemQuererQuerendo,2,18RtsuKFWko5JfeMsIi0YP,MadDogz,0.0766,0.623,0.864,0.000304,4.0,0.157,-6.117,,0.0341,160.095,4,0.51
0lw3knZRdxe0G1cNwygFpE,Work,38.0,201270,,1,track,2021-09-22,Work,1,5PyZeODg7q5TGXZfuQEcOj,BarbWalters,0.0129,0.737,0.887,2.24e-05,11.0,0.44,-5.122,1.0,0.404,122.042,4,0.806
7EMvpXEixa7Avso3MWKE33,HitTheRoadJack,46.0,156190,,1,track,2021-06-18,HitTheRoadJack,2,07VdEUK5mf0rifGeNqs0Wg,KevinMcKay,0.000671,0.753,0.903,0.0789,3.0,0.105,-7.395,,0.051,126.011,4,0.813
2o7IjLDnjj6g837R0dKOQJ,GalacticaAirlines,37.0,238048,,1,track,2021-08-16,GalacticaAirlines,2,4SO5n5ed18AAFhbndSQWsv,IdenKai,0.111,0.646,0.927,0.0445,10.0,0.0874,-6.35,,0.416,123.033,4,0.666
57HOjwJIC7nuAbabA4K4W4,AndtheBeatGoesOn,33.0,397600,,1,track,2021-02-05,AndtheBeatGoesOn,1,4nEUXGyTWXweCdfVf7f8zN,TheMotet,0.0205,0.758,0.82,0.00412,11.0,0.278,-4.547,,0.0551,114.006,4,0.843
2EO2Ygkb3rjxExkpStXvyK,VouEncherdeLeiteeVouMandarProsAlemoEletrofunk,71.0,131076,True,1,track,2021-09-17,VouEncherdeLeiteeVouMandarProsAlemoEletrofunk,1,0bg3fNpRQgZTCAg3Bseyly,McTh,0.284,0.908,0.708,1.57e-05,1.0,0.0878,-2.412,1.0,0.082,130.041,4,0.436
2V5o61Yu0ddJDFz1Pi8T3N,UpandRollingfeatSonLittleandValerieJune,41.0,201921,,1,track,2021-09-17,UpandRollingfeatSonLittleandValerieJune,1,714osTgzZrkyf3SGjggpfY,NorthMississippiAllstars,0.221,0.65,0.551,4.83e-05,2.0,0.233,-10.511,1.0,0.0362,89.994,4,0.746
1MwFviJGRINOL8hQHJuw2j,GhostfeatHardyCaprioRefix,53.0,193444,,4,track,2021-09-03,GroundControl,16,4WN5naL3ofxrVBgFpguzKo,Rudimental,0.267,0.826,0.685,0.000738,11.0,0.291,-6.724,,0.208,133.975,4,0.554
5H25WPPytKQcMfIPu0oEBO,EspirraoLana,67.0,190055,True,1,track,2021-03-12,EspirraoLana,1,17CbKzT0I4256iVuPvrZXr,DjSerpinha,0.667,0.685,0.447,0.000771,10.0,0.0635,-2.757,1.0,0.132,130.774,4,0.745
76PSvY34ovx8MVJL9wHAXS,Vivncias,67.0,167115,True,1,track,2021-03-19,Vivncias,1,2h5Ha0ZiMFmOQD3iYcSXsy,KayBlack,0.214,0.787,0.314,,,0.0968,-11.691,,0.0575,115.03,4,0.758
3Qkf2uPVdUGbKSGwhNvXMN,GetYoBreadUp,39.0,252389,True,7,track,2021-04-20,FromThaStreets2ThaSuites,10,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,0.00503,0.846,0.629,,2.0,0.121,-8.059,1.0,0.265,86.951,4,0.542
05NcFvbmsIEHSSiu0YN8HU,MelatoninHighRework2021,37.0,280000,,1,track,2021-10-14,MelatoninHighRework2021,1,7ustec6RrECyewmYxf4cIa,DanMason,0.231,0.54,0.669,0.0466,7.0,0.23,-8.711,,0.0285,90.032,4,0.264
3q6ZCGgFDIVCJQ5XG4JTL2,Ap1001,72.0,171428,,1,track,2021-06-10,Ap1001,1,1WXbiUMl1AT9Inb619xPUg,BIN,0.73,0.575,0.549,,6.0,0.112,-6.137,1.0,0.104,139.938,4,0.711
6e4ewdwc5OhGhmnDHyNraC,melhorsozinha,67.0,226908,,9,track,2021-07-18,DOCE22,14,4PzYKhC14sTJNEr0dzoo0d,LusaSonza,0.362,0.605,0.595,,,0.101,-6.23,,0.0374,103.081,4,0.308
2ZsXVcdmyIHalyqoNdCB7m,SentapraCarai,65.0,150595,True,1,track,2021-06-11,SentapraCarai,1,1cNPXWhKfjI0fT5EMCnamR,DjGuuga,0.0335,0.654,0.852,,10.0,0.448,-3.25,1.0,0.0388,160.084,4,0.879
5bWlXi0npf7uBjBHrcjuNe,MTAICALICAQUERDAPROSAMIGODABOCA,66.0,86099,True,1,track,2021-07-04,MTAICALICAQUERDAPROSAMIGODABOCA,1,3xIDIb8awFTVp48OtoKEAW,McCyclope,0.195,0.675,0.795,3.67e-05,1.0,0.148,-0.107,1.0,0.0502,125.911,4,0.906
0rUw6FgqcpExAUAUjRZJCk,HowWeDowithMonstaX,42.0,136484,,5,track,2021-03-05,TheSpongeBobMovieSpongeOnTheRunOriginalMotionPictureSoundtrack,9,7hJcb9fa4alzcOq3EaNPoG,SnoopDogg,0.00171,0.658,0.873,6.15e-06,8.0,0.105,-5.22,,0.0383,122.023,4,0.437
1JAHrP2bdKCn2zhoTNJOAG,,37.0,153449,,1,track,2021-08-30,,1,4WP7QI3CaGCk42LIuYjbrz,Flammy,0.32,0.845,0.775,0.927,1.0,0.102,-9.422,1.0,0.0823,107.999,4,0.964
5O7BuZReyk3etuiUnhabCW,ThroughItAll,28.0,204747,,1,track,2021-11-08,ThroughItAll,6,1plioVQ0mcgAO7uhvWkJJy,LadyWray,0.00429,0.663,0.903,0.254,5.0,0.066,-6.089,,0.0511,161.373,4,0.947
1oLcBdX94CvaIRzdpTJA8u,SoulSearcher,49.0,188160,,1,track,2021-09-03,SoulSearcher,2,132Hhe61bhvXtkygENHZHA,Wh0,0.0045,0.697,0.914,6.35e-05,9.0,0.0928,-4.559,,0.117,124.992,4,0.491
4nbJh5fj04MJwBcvEP0LQW,DrivefeatWesNelsonAcoustic,46.0,190435,,1,track,2021-09-10,DrivefeatWesNelsonAcoustic,2,6MDME20pz9RveH9rEXvrOM,CleanBandit,0.131,0.815,0.334,5.17e-05,10.0,0.0594,-7.678,,0.0515,119.207,4,0.534
4bPkamRsbC3q8qohTq6XjZ,GiraMundo,,157106,,3,track,2021-11-05,PisadinhanoNatal,23,6LjdKBMnP1Da8Oe6WhrN56,AldairPlayboy,0.165,0.649,0.513,,7.0,0.126,-10.235,1.0,0.0374,155.995,4,0.777
6PQBd2s9XWelY9huHtdMBh,PontinhoIndecente,,140992,,12,track,2021-11-02,ViralFunkAsMaisConhecidas,20,5DIR6IADBl1MixJ75bNvAz,Gabily,0.284,0.837,0.669,0.000348,11.0,0.153,-6.768,,0.266,80.023,4,0.865
